"�..tweet_id","text","time","date","user_id","user","symbol","hashtag_id","hashtag","tweet_symbol_id"
1187298911217684480,"$AAPL $MSFT $FANG vs Russell 2000 and S&amp;P500. Courtesy of Bespoke #FoodForThought https://t.co/HWMoyMEizE","09:24:54","19-10-24",36309263,"50Pips","MSFT",8.40334086479321e+37,"FoodForThought",3.32687802036024e+37
1187298911217684480,"$AAPL $MSFT $FANG vs Russell 2000 and S&amp;P500. Courtesy of Bespoke #FoodForThought https://t.co/HWMoyMEizE","09:24:54","19-10-24",36309263,"50Pips","FANG",8.40334086479321e+37,"FoodForThought",7.32680673594533e+37
1187298911217684480,"$AAPL $MSFT $FANG vs Russell 2000 and S&amp;P500. Courtesy of Bespoke #FoodForThought https://t.co/HWMoyMEizE","09:24:54","19-10-24",36309263,"50Pips","AAPL",8.40334086479321e+37,"FoodForThought",2.18684606592979e+38
1187438607570653184,"The international exchange rate ""anti-system"" creates exchange rate instability. The #dollar’s strength, particularly against the #euro, is hitting corporate profits. The dollar &amp; euro should, via formal agreement, trade in a zone of stability. My latest: https://t.co/KQgPdst67u","18:40:00","19-10-24",863527548,"steve_hanke","",6.88057559821757e+37,"dollar",9.56650496726081e+37
1187438607570653184,"The international exchange rate ""anti-system"" creates exchange rate instability. The #dollar’s strength, particularly against the #euro, is hitting corporate profits. The dollar &amp; euro should, via formal agreement, trade in a zone of stability. My latest: https://t.co/KQgPdst67u","18:40:00","19-10-24",863527548,"steve_hanke","",5.68811403820163e+37,"euro",9.56650496726081e+37
1187278356661837824,"#China leapfrogs #France in World Bank’s important Ease of Doing Business ranking. Saudi Arabia makes the biggest jump in the ranking. Now ranked 62nd out of 190 economies, up from 92nd last yr. New Zealand, Singapore hold top spots as Hong Kong takes #3. https://t.co/fYA44ZvaE3 https://t.co/8Wr6PQhzn6","08:03:13","19-10-24",40129171,"Schuldensuehner","",2.31725186024138e+38,"China",2.64450054003261e+38
1187278356661837824,"#China leapfrogs #France in World Bank’s important Ease of Doing Business ranking. Saudi Arabia makes the biggest jump in the ranking. Now ranked 62nd out of 190 economies, up from 92nd last yr. New Zealand, Singapore hold top spots as Hong Kong takes #3. https://t.co/fYA44ZvaE3 https://t.co/8Wr6PQhzn6","08:03:13","19-10-24",40129171,"Schuldensuehner","",4.0377972580221e+36,"France",2.64450054003261e+38
1187371931282169856,"RT @podcasts: San Francisco 49ers President @AlGuido joins the #BusinessofSports to discuss the team's policy of including most food and be…","14:15:03","19-10-24",34713362,"business","",1.89527082310187e+38,"BusinessofSports",2.78735333028725e+38
1187304480989155328,"It's sad that @_SidVerma isn't around for the final ever round of #Draghitieguesses. It's his favorite thing.","09:47:01","19-10-24",14096763,"TheStalwart","",6.3213087858972e+37,"Draghitieguesses",1.35727659694817e+38
1187335910578257920,"@MartyChargin @Catwoman2011 Lmao! You #nailedit","11:51:55","19-10-24",52166809,"traderstewie","",7.71986995826222e+37,"nailedit",2.72466945251615e+38
1187482361488822272,"#Brexit live https://t.co/5GjJO0defM","21:33:51","19-10-24",1128700334,"steveruffley","",1.82253623217542e+38,"Brexit",1.80833557413165e+38
1187399115707207680,"#Russia's kleptocracy has deep roots in history. In his autobiography, To Build a Castle, Vladimir Bukovsky reveals that even under Gorbachev's seemingly #liberal rule, the #Communists never ceased their reign of terror, torture &amp; silencing of dissent.
https://t.co/ZoxFLJml0c","16:03:04","19-10-24",863527548,"steve_hanke","",1.27497306718574e+38,"Russia",2.9206345770464e+38
1187399115707207680,"#Russia's kleptocracy has deep roots in history. In his autobiography, To Build a Castle, Vladimir Bukovsky reveals that even under Gorbachev's seemingly #liberal rule, the #Communists never ceased their reign of terror, torture &amp; silencing of dissent.
https://t.co/ZoxFLJml0c","16:03:04","19-10-24",863527548,"steve_hanke","",3.17792645599526e+37,"liberal",2.9206345770464e+38
1187399115707207680,"#Russia's kleptocracy has deep roots in history. In his autobiography, To Build a Castle, Vladimir Bukovsky reveals that even under Gorbachev's seemingly #liberal rule, the #Communists never ceased their reign of terror, torture &amp; silencing of dissent.
https://t.co/ZoxFLJml0c","16:03:04","19-10-24",863527548,"steve_hanke","",1.04885020382597e+38,"Communists",2.9206345770464e+38
1187240567635369984,"RT @IGSquawk: European Opening Calls:
#FTSE 7253 -0.11%
#DAX 12824 +0.20%
#CAC 5666 +0.22%
#MIB 22392 +0.18%
#IBEX 9399 +0.14%
#STOXX 3611…","05:33:03","19-10-24",59393368,"LiveSquawk","",2.1008619141616e+38,"FTSE",1.32885338094375e+38
1187240567635369984,"RT @IGSquawk: European Opening Calls:
#FTSE 7253 -0.11%
#DAX 12824 +0.20%
#CAC 5666 +0.22%
#MIB 22392 +0.18%
#IBEX 9399 +0.14%
#STOXX 3611…","05:33:03","19-10-24",59393368,"LiveSquawk","",8.69948370456139e+37,"DAX",1.32885338094375e+38
1187240567635369984,"RT @IGSquawk: European Opening Calls:
#FTSE 7253 -0.11%
#DAX 12824 +0.20%
#CAC 5666 +0.22%
#MIB 22392 +0.18%
#IBEX 9399 +0.14%
#STOXX 3611…","05:33:03","19-10-24",59393368,"LiveSquawk","",5.71392644527201e+37,"CAC",1.32885338094375e+38
1187240567635369984,"RT @IGSquawk: European Opening Calls:
#FTSE 7253 -0.11%
#DAX 12824 +0.20%
#CAC 5666 +0.22%
#MIB 22392 +0.18%
#IBEX 9399 +0.14%
#STOXX 3611…","05:33:03","19-10-24",59393368,"LiveSquawk","",1.28847344164568e+38,"MIB",1.32885338094375e+38
1187240567635369984,"RT @IGSquawk: European Opening Calls:
#FTSE 7253 -0.11%
#DAX 12824 +0.20%
#CAC 5666 +0.22%
#MIB 22392 +0.18%
#IBEX 9399 +0.14%
#STOXX 3611…","05:33:03","19-10-24",59393368,"LiveSquawk","",7.37793104558239e+37,"IBEX",1.32885338094375e+38
1187240567635369984,"RT @IGSquawk: European Opening Calls:
#FTSE 7253 -0.11%
#DAX 12824 +0.20%
#CAC 5666 +0.22%
#MIB 22392 +0.18%
#IBEX 9399 +0.14%
#STOXX 3611…","05:33:03","19-10-24",59393368,"LiveSquawk","",2.4002005167637e+38,"STOXX",1.32885338094375e+38
1187183174440439808,"At some polling booths in #India EVM's malfunctioned and sent all votes to #BJP, regardless whom you voted for. How convenient. While #Modi claims to be weeding the country of #corruption, it seems his party is just as #corrupt as all the rest. 
https://t.co/cZ3rzqj74F","01:45:00","19-10-24",863527548,"steve_hanke","",1.66412482558944e+38,"India",2.06768122030831e+38
1187183174440439808,"At some polling booths in #India EVM's malfunctioned and sent all votes to #BJP, regardless whom you voted for. How convenient. While #Modi claims to be weeding the country of #corruption, it seems his party is just as #corrupt as all the rest. 
https://t.co/cZ3rzqj74F","01:45:00","19-10-24",863527548,"steve_hanke","",4.33849433829647e+37,"BJP",2.06768122030831e+38
1187183174440439808,"At some polling booths in #India EVM's malfunctioned and sent all votes to #BJP, regardless whom you voted for. How convenient. While #Modi claims to be weeding the country of #corruption, it seems his party is just as #corrupt as all the rest. 
https://t.co/cZ3rzqj74F","01:45:00","19-10-24",863527548,"steve_hanke","",3.09656999479281e+38,"Modi",2.06768122030831e+38
1187183174440439808,"At some polling booths in #India EVM's malfunctioned and sent all votes to #BJP, regardless whom you voted for. How convenient. While #Modi claims to be weeding the country of #corruption, it seems his party is just as #corrupt as all the rest. 
https://t.co/cZ3rzqj74F","01:45:00","19-10-24",863527548,"steve_hanke","",3.24443273497584e+38,"corruption",2.06768122030831e+38
1187183174440439808,"At some polling booths in #India EVM's malfunctioned and sent all votes to #BJP, regardless whom you voted for. How convenient. While #Modi claims to be weeding the country of #corruption, it seems his party is just as #corrupt as all the rest. 
https://t.co/cZ3rzqj74F","01:45:00","19-10-24",863527548,"steve_hanke","",2.50140074070963e+38,"corrupt",2.06768122030831e+38
1187407648909430784,"Impressive bounce. #bitcoin $XBT $BTC https://t.co/JhScf4jBYk","16:36:59","19-10-24",286654612,"mark_dow","",2.72964852428226e+38,"bitcoin",1.0475125160743e+38
1187464191030026240,"22/ Even the sell side has a hard time swallowing the 7.75% cap rate on Liberty Center, and asks $ARI the obvious question, why not just sell this pig and find a better use for your time?

The response is the typical #ShitManagementSays blather when they have no good answer https://t.co/UGyUMv2551","20:21:39","19-10-24",2803822165,"DonutShorts","ARI",4.61019859748331e+37,"ShitManagementSays",3.81768964239384e+37
1187342725886152704,"In 2016, #Modi banned Rs.1000 notes to curtail #corruption, black money, &amp; #terror financing. Three years later, the amount of fake #bank notes seized has doubled. Illegal tender is still circulating across #India's economy. Another failure for Modi &amp; #BJP.https://t.co/mQ5OrCPnXf","12:19:00","19-10-24",863527548,"steve_hanke","",3.09656999479281e+38,"Modi",2.82563002651098e+38
1187342725886152704,"In 2016, #Modi banned Rs.1000 notes to curtail #corruption, black money, &amp; #terror financing. Three years later, the amount of fake #bank notes seized has doubled. Illegal tender is still circulating across #India's economy. Another failure for Modi &amp; #BJP.https://t.co/mQ5OrCPnXf","12:19:00","19-10-24",863527548,"steve_hanke","",3.24443273497584e+38,"corruption",2.82563002651098e+38
1187342725886152704,"In 2016, #Modi banned Rs.1000 notes to curtail #corruption, black money, &amp; #terror financing. Three years later, the amount of fake #bank notes seized has doubled. Illegal tender is still circulating across #India's economy. Another failure for Modi &amp; #BJP.https://t.co/mQ5OrCPnXf","12:19:00","19-10-24",863527548,"steve_hanke","",7.72776034791958e+37,"terror",2.82563002651098e+38
1187342725886152704,"In 2016, #Modi banned Rs.1000 notes to curtail #corruption, black money, &amp; #terror financing. Three years later, the amount of fake #bank notes seized has doubled. Illegal tender is still circulating across #India's economy. Another failure for Modi &amp; #BJP.https://t.co/mQ5OrCPnXf","12:19:00","19-10-24",863527548,"steve_hanke","",2.51696305476606e+38,"bank",2.82563002651098e+38
1187342725886152704,"In 2016, #Modi banned Rs.1000 notes to curtail #corruption, black money, &amp; #terror financing. Three years later, the amount of fake #bank notes seized has doubled. Illegal tender is still circulating across #India's economy. Another failure for Modi &amp; #BJP.https://t.co/mQ5OrCPnXf","12:19:00","19-10-24",863527548,"steve_hanke","",1.66412482558944e+38,"India",2.82563002651098e+38
1187342725886152704,"In 2016, #Modi banned Rs.1000 notes to curtail #corruption, black money, &amp; #terror financing. Three years later, the amount of fake #bank notes seized has doubled. Illegal tender is still circulating across #India's economy. Another failure for Modi &amp; #BJP.https://t.co/mQ5OrCPnXf","12:19:00","19-10-24",863527548,"steve_hanke","",4.33849433829647e+37,"BJP",2.82563002651098e+38
1187387285093810176,"Disrupting The IPO Process: Challenging The Banker-Run Going-Public Model! https://t.co/jCBNTqAq4D #BUSINESS #IPOProcess $$ $$ https://t.co/WVKL4iHUXn","15:16:04","19-10-24",108021761,"valuewalk","",2.4338591288655e+37,"BUSINESS",9.95324923331555e+37
1187387285093810176,"Disrupting The IPO Process: Challenging The Banker-Run Going-Public Model! https://t.co/jCBNTqAq4D #BUSINESS #IPOProcess $$ $$ https://t.co/WVKL4iHUXn","15:16:04","19-10-24",108021761,"valuewalk","",5.2523419033459e+37,"IPOProcess",9.95324923331555e+37
1187423141640855552,"Three months ago, #Zimbabwe suspended reporting of government statistics for Zimbabwe's surging #inflation until Feb. 2020. At present, I am the ONLY accurate source of annual inflation for Zimbabwe. Today, by my measure, Zimbabwe's annual inflation is 672%/yr. https://t.co/LkMPodjhFA","17:38:32","19-10-24",863527548,"steve_hanke","I",2.09109830453135e+38,"Zimbabwe",9.32837397829537e+37
1187423141640855552,"Three months ago, #Zimbabwe suspended reporting of government statistics for Zimbabwe's surging #inflation until Feb. 2020. At present, I am the ONLY accurate source of annual inflation for Zimbabwe. Today, by my measure, Zimbabwe's annual inflation is 672%/yr. https://t.co/LkMPodjhFA","17:38:32","19-10-24",863527548,"steve_hanke","I",8.13958162390233e+37,"inflation",9.32837397829537e+37
1187410730083074048,"RT @BloombergLive: Don't miss our #STYT conversation on antitrust probes and the potential dismantling of big tech with Ohio AG Dave Yost a…","16:49:13","19-10-24",34713362,"business","AG",9.43386673706362e+37,"STYT",2.55814794833411e+38
1187365418026991616,"The just-released US #PMI numbers, especially on the manufacturing side, were better than expected and will come as a relief following mounting concerns about the health of the #economy.  Morever, once again, they stand in stark contrast to this morning’s numbers out of #Europe.","13:49:10","19-10-24",332617373,"elerianm","",1.19468206051126e+38,"PMI",3.39718652449867e+38
1187365418026991616,"The just-released US #PMI numbers, especially on the manufacturing side, were better than expected and will come as a relief following mounting concerns about the health of the #economy.  Morever, once again, they stand in stark contrast to this morning’s numbers out of #Europe.","13:49:10","19-10-24",332617373,"elerianm","",1.24285882776823e+37,"economy",3.39718652449867e+38
1187365418026991616,"The just-released US #PMI numbers, especially on the manufacturing side, were better than expected and will come as a relief following mounting concerns about the health of the #economy.  Morever, once again, they stand in stark contrast to this morning’s numbers out of #Europe.","13:49:10","19-10-24",332617373,"elerianm","",1.92973534198517e+38,"Europe",3.39718652449867e+38
1187467566605692928,"10 Enhancements to Financial Advice https://t.co/9NJxDt7Nkh #BUSINESS #FinancialAdvice $$ $$ https://t.co/3y5WEKSgFg","20:35:04","19-10-24",108021761,"valuewalk","",2.4338591288655e+37,"BUSINESS",3.0883385120504e+38
1187467566605692928,"10 Enhancements to Financial Advice https://t.co/9NJxDt7Nkh #BUSINESS #FinancialAdvice $$ $$ https://t.co/3y5WEKSgFg","20:35:04","19-10-24",108021761,"valuewalk","",2.00203470205124e+38,"FinancialAdvice",3.0883385120504e+38
1187233018802556928,"Good Morning on #ECB day from #Germany, where key interest rate should be at 3.4% &amp; so 3.4ppts higher than current rate acc to Taylor Rule w/inflation at 1.2% &amp; unemployment rate way below NAIRU. ECB rates should also be higher for whole eurozone. Rates are right only for #Italy. https://t.co/9bdWtdsxzU","05:03:04","19-10-24",40129171,"Schuldensuehner","",3.32286546704779e+38,"ECB",2.0565572382881e+37
1187233018802556928,"Good Morning on #ECB day from #Germany, where key interest rate should be at 3.4% &amp; so 3.4ppts higher than current rate acc to Taylor Rule w/inflation at 1.2% &amp; unemployment rate way below NAIRU. ECB rates should also be higher for whole eurozone. Rates are right only for #Italy. https://t.co/9bdWtdsxzU","05:03:04","19-10-24",40129171,"Schuldensuehner","",2.88027277195631e+38,"Germany",2.0565572382881e+37
1187233018802556928,"Good Morning on #ECB day from #Germany, where key interest rate should be at 3.4% &amp; so 3.4ppts higher than current rate acc to Taylor Rule w/inflation at 1.2% &amp; unemployment rate way below NAIRU. ECB rates should also be higher for whole eurozone. Rates are right only for #Italy. https://t.co/9bdWtdsxzU","05:03:04","19-10-24",40129171,"Schuldensuehner","",2.13085721284152e+37,"Italy",2.0565572382881e+37
1187374704446672896,"Risk Blackout https://t.co/SWldN5FzvO #BUSINESS #capitaldestruction $$ $$ https://t.co/9cB7vvgYC0","14:26:04","19-10-24",108021761,"valuewalk","",2.4338591288655e+37,"BUSINESS",3.26549412642425e+38
1187374704446672896,"Risk Blackout https://t.co/SWldN5FzvO #BUSINESS #capitaldestruction $$ $$ https://t.co/9cB7vvgYC0","14:26:04","19-10-24",108021761,"valuewalk","",1.93168000481249e+37,"capitaldestruction",3.26549412642425e+38
1187283595800518656,"A year after India's #MeToo scandals broke, five of India’s most prominent accusers have paid a heavy price https://t.co/GBiJ7y6XVF","08:24:02","19-10-24",34713362,"business","A",2.61433953424312e+37,"MeToo",1.45722964799145e+38
1187398230994120704,"Third Point 3Q19 Investor Letter https://t.co/BgmTjebFS9 #BUSINESS #ThirdPoint $$ $$ https://t.co/MQRVDA0Kxf","15:59:33","19-10-24",108021761,"valuewalk","",2.4338591288655e+37,"BUSINESS",9.83431439372826e+37
1187398230994120704,"Third Point 3Q19 Investor Letter https://t.co/BgmTjebFS9 #BUSINESS #ThirdPoint $$ $$ https://t.co/MQRVDA0Kxf","15:59:33","19-10-24",108021761,"valuewalk","",2.21317015248669e+38,"ThirdPoint",9.83431439372826e+37
1187392169243488256,"RT @ETFtrends: Value ETFs: Not as Dead as Previously Believed
Read More &gt; https://t.co/si9SgPYWPK
#etf #investing #stocks #business #news","15:35:28","19-10-24",108021761,"valuewalk","",2.4345420200015e+38,"etf",1.88645689069085e+38
1187392169243488256,"RT @ETFtrends: Value ETFs: Not as Dead as Previously Believed
Read More &gt; https://t.co/si9SgPYWPK
#etf #investing #stocks #business #news","15:35:28","19-10-24",108021761,"valuewalk","",1.28947534219334e+38,"investing",1.88645689069085e+38
1187392169243488256,"RT @ETFtrends: Value ETFs: Not as Dead as Previously Believed
Read More &gt; https://t.co/si9SgPYWPK
#etf #investing #stocks #business #news","15:35:28","19-10-24",108021761,"valuewalk","",1.02116710942172e+38,"stocks",1.88645689069085e+38
1187392169243488256,"RT @ETFtrends: Value ETFs: Not as Dead as Previously Believed
Read More &gt; https://t.co/si9SgPYWPK
#etf #investing #stocks #business #news","15:35:28","19-10-24",108021761,"valuewalk","",3.26781793206258e+38,"business",1.88645689069085e+38
1187392169243488256,"RT @ETFtrends: Value ETFs: Not as Dead as Previously Believed
Read More &gt; https://t.co/si9SgPYWPK
#etf #investing #stocks #business #news","15:35:28","19-10-24",108021761,"valuewalk","",1.07067550135451e+38,"news",1.88645689069085e+38
1187350293568200704,"RT @kannbwx: Bloomberg reporting that #China would buy at least $20B in U.S. farm goods (around 2017 levels) in year one if a partial deal…","12:49:04","19-10-24",34713362,"business","",2.31725186024138e+38,"China",1.62290216022517e+38
1187263943347261440,"Some key European charts as we head into the ECB meeting #Forex #Futures #Banks &gt; https://t.co/kXwNZZ9b21 https://t.co/xugDfcn5tg","07:05:57","19-10-24",36309263,"50Pips","",1.48289939377839e+38,"Forex",9.33278499690691e+37
1187263943347261440,"Some key European charts as we head into the ECB meeting #Forex #Futures #Banks &gt; https://t.co/kXwNZZ9b21 https://t.co/xugDfcn5tg","07:05:57","19-10-24",36309263,"50Pips","",1.72094799325563e+37,"Futures",9.33278499690691e+37
1187263943347261440,"Some key European charts as we head into the ECB meeting #Forex #Futures #Banks &gt; https://t.co/kXwNZZ9b21 https://t.co/xugDfcn5tg","07:05:57","19-10-24",36309263,"50Pips","",1.2169135873508e+37,"Banks",9.33278499690691e+37
